vin,model,mfg_year,fuel_type
G84ADESY,Freightliner M2,2021,LNG
Y8FM5XMV,Tata Ultra,2017,Electric
679ZV5YA,Volvo VNL,2011,CNG
I044B1YT,Freightliner M2,2009,Electric
AKVWO9LC,Isuzu N-Series,2010,LNG
S28A1OKO,Volvo VNL,2006,LNG
IV7RBORG,Tata Ultra,2010,LNG
M1I9GR4L,Ashok Leyland Dost,2024,CNG
MON8ICGL,Isuzu N-Series,2018,CNG
4AVX7NEK,Isuzu N-Series,2023,CNG
FZLPVCXB,Ashok Leyland Dost,2020,CNG
O1P65EAR,Isuzu N-Series,2013,LNG
DACHNBQT,Tata Ultra,2007,LNG
BJ7ADBR8,Ashok Leyland Dost,2006,LNG
4UMW0KTX,Isuzu N-Series,2020,Diesel
U7KD8D22,Ashok Leyland Dost,2006,CNG
NWZ4L5IO,Freightliner M2,2014,Diesel
RIHB1HHM,Volvo VNL,2020,LNG
L7JU9SJO,Tata Ultra,2025,Electric
KTMRJBFO,Isuzu N-Series,2014,LNG
9ZF743FH,Tata Ultra,2013,Diesel
XZLNYXQN,Ashok Leyland Dost,2007,Diesel
K3J3ZY9G,Freightliner M2,2020,LNG
B4CDT612,Freightliner M2,2015,LNG
492T0F7R,Tata Ultra,2025,CNG
VN355XY8,Tata Ultra,2020,LNG
LQ7O5TQ2,Isuzu N-Series,2016,CNG
VLXZE9I9,Isuzu N-Series,2021,LNG
ZB4BYBVN,Ashok Leyland Dost,2015,Electric
5B7NW5RM,Ashok Leyland Dost,2005,Electric
L8RHAIUX,Freightliner M2,2013,LNG
KONEFPLY,Isuzu N-Series,2014,LNG
B5AQQ65J,Volvo VNL,2011,LNG
N2MUTHDH,Tata Ultra,2007,Diesel
PYPRWYL3,Volvo VNL,2008,CNG
4ZIWY6VB,Isuzu N-Series,2017,LNG
GQT9VC8D,Volvo VNL,2025,CNG
JY07VTK3,Ashok Leyland Dost,2014,Electric
VWILRZ57,Tata Ultra,2005,LNG
CPQDBZIQ,Tata Ultra,2024,LNG
6XKUZTN2,Freightliner M2,2018,Diesel
YGI14SDA,Isuzu N-Series,2019,Diesel
ZQWJCMBF,Freightliner M2,2021,CNG
L8ORCF9Q,Freightliner M2,2022,LNG
0RD2IH7O,Isuzu N-Series,2022,CNG
JJE7ORST,Ashok Leyland Dost,2005,CNG
34N60AF4,Tata Ultra,2014,Diesel
O9GG770H,Volvo VNL,2017,Diesel
QLA0ZPN9,Tata Ultra,2009,Diesel
644FNFU2,Volvo VNL,2016,CNG
49KQD1UK,Tata Ultra,2015,Diesel
FOYZ7PKY,Isuzu N-Series,2010,Diesel
IKPF5A0U,Freightliner M2,2007,Electric
OI18GMOO,Freightliner M2,2010,Electric
EPZ9Q7TK,Freightliner M2,2010,LNG
XERQN0KP,Freightliner M2,2020,Electric
4X7B1MNE,Freightliner M2,2017,Diesel
AKJNU9EZ,Volvo VNL,2009,LNG
SZ5HYA5R,Tata Ultra,2009,CNG
KQRY003M,Freightliner M2,2012,CNG
D10L1NIE,Tata Ultra,2016,LNG
EHJEK1D9,Volvo VNL,2014,LNG
3AVD1WMF,Tata Ultra,2013,LNG
J7VAA5XS,Volvo VNL,2022,CNG
IB95E8AF,Freightliner M2,2009,CNG
A9KC2I87,Isuzu N-Series,2009,Diesel
4W1JXFMC,Isuzu N-Series,2022,Diesel
CTBY79HD,Tata Ultra,2016,Diesel
X6MD9TRD,Freightliner M2,2012,Diesel
HERVDSGT,Isuzu N-Series,2020,LNG
P0DF2LJ7,Volvo VNL,2006,Diesel
6HLK1N7K,Isuzu N-Series,2014,Diesel
2PECSLJ5,Volvo VNL,2014,CNG
HZ3MZVO3,Freightliner M2,2020,CNG
LG7UX02T,Tata Ultra,2010,Diesel
L051N7SG,Volvo VNL,2020,CNG
QU4L8QXX,Volvo VNL,2016,Diesel
XCP0AF3L,Volvo VNL,2016,Electric
2JRJD40M,Freightliner M2,2014,LNG
592PDHVF,Volvo VNL,2015,CNG
VVCHVW09,Freightliner M2,2017,LNG
MGUKA9K6,Tata Ultra,2020,Electric
FWWQJ060,Isuzu N-Series,2011,LNG
CUUHTO4J,Ashok Leyland Dost,2017,Diesel
8VCCOB34,Tata Ultra,2006,LNG
BBONR8SD,Ashok Leyland Dost,2014,CNG
9XXNG10O,Isuzu N-Series,2018,CNG
DX4YNXJN,Freightliner M2,2019,CNG
T6D500UV,Ashok Leyland Dost,2011,Diesel
ICPDJ4FF,Freightliner M2,2007,Electric
7RL83W7B,Freightliner M2,2016,CNG
BQ2L7ZBV,Tata Ultra,2012,Electric
UYMF5LUI,Volvo VNL,2023,Electric
BGM7XPNM,Tata Ultra,2006,Electric
6L3BKIRW,Ashok Leyland Dost,2013,LNG
44DE03G6,Ashok Leyland Dost,2018,Electric
ONP38QEZ,Tata Ultra,2013,Diesel
VT6VHZ51,Freightliner M2,2017,Diesel
HXJD5PNR,Ashok Leyland Dost,2015,Diesel
9QKLCPZY,Freightliner M2,2023,LNG
OT71VW0A,Ashok Leyland Dost,2006,CNG
GU7L5RJH,Volvo VNL,2025,LNG
KQJ0UCKC,Freightliner M2,2005,Diesel
JAXW3E4D,Volvo VNL,2010,CNG
L5DS5FMH,Volvo VNL,2008,Electric
5Z0RGMG9,Tata Ultra,2007,Electric
VG1SENDP,Volvo VNL,2006,CNG
1JVXKW3M,Freightliner M2,2025,LNG
4FZBYIRG,Tata Ultra,2015,LNG
UWTAT3RV,Tata Ultra,2014,CNG
ACT2IQR5,Ashok Leyland Dost,2020,LNG
QU9PXJ7Q,Ashok Leyland Dost,2005,LNG
DAW3LMOH,Volvo VNL,2015,CNG
3T093TMG,Ashok Leyland Dost,2020,LNG
UO22NQPX,Freightliner M2,2013,CNG
2PYCXADI,Freightliner M2,2012,Electric
8TYTL1GY,Isuzu N-Series,2012,LNG
6OOXSHZN,Tata Ultra,2005,LNG
1ASWNI33,Isuzu N-Series,2010,CNG
BPBRLIWZ,Ashok Leyland Dost,2006,Electric
HRMXKAU5,Tata Ultra,2011,Diesel
HA8TNMKI,Ashok Leyland Dost,2013,LNG
111KOEZY,Freightliner M2,2009,Electric
768L3LOL,Volvo VNL,2006,LNG
1LXLC8AT,Ashok Leyland Dost,2009,LNG
U191M9EK,Freightliner M2,2020,Diesel
ZKGWP7JN,Tata Ultra,2022,Diesel
980W4DS6,Freightliner M2,2017,CNG
WOT0NBWA,Isuzu N-Series,2022,CNG
A615XYB7,Volvo VNL,2017,Diesel
Y0HXLRZV,Ashok Leyland Dost,2020,Electric
UY7DTYCK,Isuzu N-Series,2009,Electric
DL0PTUB1,Isuzu N-Series,2018,Electric
S7DHH1AN,Volvo VNL,2011,Electric
B9BGLWGV,Tata Ultra,2019,CNG
8M27BQ6T,Tata Ultra,2022,Electric
ABW0S18D,Freightliner M2,2022,CNG
KFXGZGUF,Isuzu N-Series,2024,CNG
BCTJ4NEJ,Volvo VNL,2013,Diesel
5PLXAOFK,Ashok Leyland Dost,2006,Diesel
66QOL712,Freightliner M2,2023,LNG
P5LZLD7Q,Volvo VNL,2013,CNG
VLPN525J,Ashok Leyland Dost,2013,LNG
0Y0PWSGS,Volvo VNL,2021,Electric
LQFNPCT3,Freightliner M2,2005,Electric
D9X874UB,Tata Ultra,2005,Diesel
YW3F74XI,Ashok Leyland Dost,2006,Diesel
RIDU2J3A,Isuzu N-Series,2012,Electric
2JKENRBW,Ashok Leyland Dost,2005,LNG
2OA070CU,Ashok Leyland Dost,2013,Electric
IK3LMH8T,Isuzu N-Series,2009,CNG
HNPIYAIM,Freightliner M2,2014,CNG
XPW13WD5,Freightliner M2,2023,LNG
H2JTWG1S,Freightliner M2,2024,Diesel
UOBR0BG7,Freightliner M2,2012,LNG
XTHZ2GOG,Freightliner M2,2022,Electric
9YDAYUMM,Ashok Leyland Dost,2019,Electric
USCSAA24,Ashok Leyland Dost,2024,Electric
0SVAOQ0R,Tata Ultra,2024,LNG
JYOGFORH,Freightliner M2,2017,Electric
AH9DANXT,Isuzu N-Series,2025,Electric
M6QY7Y02,Tata Ultra,2014,Electric
T5DRZ9PY,Ashok Leyland Dost,2005,Diesel
3YS3SXJ9,Ashok Leyland Dost,2022,LNG
L0O51NFN,Freightliner M2,2022,LNG
73X42RKO,Freightliner M2,2019,Diesel
YX0R7AQK,Freightliner M2,2011,LNG
PIXIIJVJ,Tata Ultra,2007,Electric
FSZFJG65,Isuzu N-Series,2017,Electric
ZKGNW3HS,Volvo VNL,2011,CNG
36C09SHG,Tata Ultra,2022,LNG
Z0IVAIDG,Isuzu N-Series,2017,CNG
6R9NTI8H,Volvo VNL,2010,Electric
4NSR5SQ6,Tata Ultra,2018,Electric
QFF2044Y,Tata Ultra,2022,CNG
7UDPRK2O,Tata Ultra,2005,LNG
KMT1HYZV,Isuzu N-Series,2009,LNG
1P2O5DDR,Ashok Leyland Dost,2011,LNG
2UHT3RXL,Isuzu N-Series,2012,Electric
Y1AMDSCJ,Ashok Leyland Dost,2012,LNG
3RO0Y4HE,Ashok Leyland Dost,2021,Diesel
5BVI0JFU,Freightliner M2,2018,CNG
AYNXF3K1,Tata Ultra,2017,CNG
G9R5L1CT,Isuzu N-Series,2011,Diesel
BS7GN357,Tata Ultra,2019,LNG
4WZSFO6Q,Isuzu N-Series,2011,Electric
W9W671S8,Freightliner M2,2009,LNG
ZQKQ9X7F,Ashok Leyland Dost,2023,LNG
R1FOUZPH,Volvo VNL,2023,Electric
ZP127JLH,Isuzu N-Series,2025,LNG
WSYGJ0WK,Isuzu N-Series,2015,CNG
ID5Q4MG6,Isuzu N-Series,2009,Electric
W0KC48PH,Ashok Leyland Dost,2018,Electric
Z228HJQL,Freightliner M2,2009,Diesel
R4O3YFMM,Volvo VNL,2010,Diesel
X66EU2GH,Freightliner M2,2007,Electric
JD7EB7GY,Volvo VNL,2017,LNG
5XTU0W4S,Tata Ultra,2019,Diesel
5SW7HHNL,Isuzu N-Series,2020,LNG
NTGE9AJS,Ashok Leyland Dost,2016,CNG
V2M2RRJR,Isuzu N-Series,2013,Diesel
VD1DJRJV,Volvo VNL,2016,CNG
UEBVA1GR,Ashok Leyland Dost,2016,Electric
6KN8QKG4,Freightliner M2,2021,Diesel
AE1C5TA9,Ashok Leyland Dost,2021,CNG
KBZ1AGRA,Volvo VNL,2008,Diesel
U04C9M9H,Tata Ultra,2015,Electric
0D03GZSP,Volvo VNL,2024,Electric
3FRUWMK5,Freightliner M2,2010,Electric
FFYXQCHT,Freightliner M2,2009,Diesel
B7PQS59X,Isuzu N-Series,2014,Diesel
YESJXJO9,Freightliner M2,2016,CNG
SDFW7NM7,Isuzu N-Series,2021,Electric
SIYENKX8,Freightliner M2,2008,Electric
LGFA6LB8,Ashok Leyland Dost,2007,Electric
8WTCKRYX,Volvo VNL,2008,LNG
79HZC3QH,Ashok Leyland Dost,2012,Diesel
82WEPPCV,Volvo VNL,2018,LNG
S55NJKJ7,Tata Ultra,2022,Electric
8HZ8V6BK,Freightliner M2,2006,Electric
KI3Y4BFY,Volvo VNL,2018,Electric
T5PPWXW7,Isuzu N-Series,2019,LNG
RJ8WU7KW,Volvo VNL,2018,Electric
YKOQDZ5N,Tata Ultra,2014,LNG
XR8UN9MW,Ashok Leyland Dost,2005,CNG
00LQFOMU,Tata Ultra,2005,CNG
KEECO6IS,Ashok Leyland Dost,2011,Diesel
WJAE7WMN,Freightliner M2,2018,CNG
EHY5B80J,Freightliner M2,2019,LNG
7TDIK3BX,Volvo VNL,2006,Diesel
9J3R682T,Freightliner M2,2010,Electric
GO2Q7VE1,Tata Ultra,2020,Diesel
JS5S9L2H,Tata Ultra,2021,LNG
O5YOXNUM,Tata Ultra,2007,Diesel
XTIK2ZIO,Freightliner M2,2012,LNG
9ZJD9O5E,Isuzu N-Series,2020,Diesel
FTUALO92,Ashok Leyland Dost,2017,CNG
AGA1CUUI,Volvo VNL,2006,Electric
Z1O6D7OL,Tata Ultra,2014,Diesel
RZRU6BWI,Tata Ultra,2009,CNG
WV6K47P5,Tata Ultra,2021,Diesel
JZ0X5NB5,Ashok Leyland Dost,2015,CNG
OINQXD04,Isuzu N-Series,2012,CNG
GBVHGWQN,Isuzu N-Series,2011,Electric
0ZDPM50U,Freightliner M2,2007,LNG
8JB72QC5,Volvo VNL,2020,Diesel
XTG4VWUA,Volvo VNL,2023,Electric
Z66YOSEP,Volvo VNL,2016,LNG
DNTH0LH6,Tata Ultra,2013,LNG
T30EJQA4,Volvo VNL,2015,Electric
1TNY8JAH,Tata Ultra,2022,Diesel
SCXHP1H5,Isuzu N-Series,2016,Electric
4JUVCHBZ,Tata Ultra,2011,CNG
LOCJ1163,Isuzu N-Series,2024,Electric
M3V20YB2,Volvo VNL,2016,Diesel
5D6T98L4,Volvo VNL,2021,LNG
BCBDOKVK,Freightliner M2,2015,Diesel
N30HAVNP,Ashok Leyland Dost,2018,Diesel
LNZJET6I,Ashok Leyland Dost,2005,LNG
J423N93I,Tata Ultra,2015,Diesel
Y5YV0HH3,Volvo VNL,2008,CNG
XJVP6FXT,Tata Ultra,2021,LNG
XDDUQEL7,Isuzu N-Series,2005,Electric
N8F972ZD,Volvo VNL,2011,Electric
016VD65H,Isuzu N-Series,2016,Electric
PCJWB5R0,Volvo VNL,2015,LNG
FU8QSB9L,Isuzu N-Series,2021,LNG
ZI1SZX3S,Freightliner M2,2007,CNG
YYS9KPAC,Tata Ultra,2016,Electric
AN8ITBA7,Ashok Leyland Dost,2023,Electric
39VXL43S,Volvo VNL,2008,CNG
RFA5NVY0,Isuzu N-Series,2025,Electric
96EEQO93,Ashok Leyland Dost,2020,LNG
MVJ0K68J,Volvo VNL,2023,LNG
1HM7XTOE,Ashok Leyland Dost,2020,Diesel
5JD1RPHS,Isuzu N-Series,2017,Diesel
E2WTM90G,Ashok Leyland Dost,2008,CNG
RXDMGC5D,Isuzu N-Series,2023,CNG
V9DQCIUJ,Freightliner M2,2020,Diesel
YNT4H4BX,Ashok Leyland Dost,2022,Diesel
PDX703DA,Isuzu N-Series,2015,Electric
Q4YXV93I,Ashok Leyland Dost,2019,LNG
KEJG2732,Freightliner M2,2019,Electric
N9ERTH6D,Tata Ultra,2013,Diesel
X62JLHSY,Volvo VNL,2016,CNG
ZW7I5Y8M,Isuzu N-Series,2018,Diesel
1FW3379J,Tata Ultra,2022,Electric
9VA8OVIZ,Tata Ultra,2025,Diesel
4SLZBGXY,Ashok Leyland Dost,2014,LNG
F2LUTOSF,Isuzu N-Series,2023,Diesel
ZWQPDQ4E,Volvo VNL,2006,LNG
XZ1O8EBQ,Tata Ultra,2023,Electric
BSBRDLMW,Isuzu N-Series,2008,Electric
25SXG5SI,Ashok Leyland Dost,2017,CNG
RPALF4VM,Volvo VNL,2008,Diesel
I91IIW0G,Ashok Leyland Dost,2025,Diesel
MT57T2NV,Freightliner M2,2016,Electric
Y67F7432,Isuzu N-Series,2007,CNG
V4SOZ37H,Volvo VNL,2013,LNG
88Z5XPFN,Tata Ultra,2011,LNG
2H1UCGRK,Ashok Leyland Dost,2018,Diesel
741LUMS5,Volvo VNL,2013,LNG
IQ6B8H5R,Freightliner M2,2006,Electric
ZLSVT8LS,Volvo VNL,2006,Diesel
EGCNN2MR,Isuzu N-Series,2012,LNG
0TB8HASZ,Tata Ultra,2011,Electric
G5E0N3M9,Tata Ultra,2020,CNG
L60R568F,Isuzu N-Series,2023,Electric
H5FD7EPN,Volvo VNL,2015,Diesel
PKBCZRU3,Ashok Leyland Dost,2011,LNG
EFD08N8J,Tata Ultra,2015,Diesel
OM7GYLW3,Volvo VNL,2016,Electric
OL7O6NNI,Volvo VNL,2021,Diesel
SQXMCJWH,Ashok Leyland Dost,2008,Electric
CR73222M,Ashok Leyland Dost,2019,Diesel
WFZOVPJM,Isuzu N-Series,2014,Diesel
VAUW9U3G,Ashok Leyland Dost,2010,LNG
6PL1JQIN,Volvo VNL,2024,Electric
RRUK70GB,Volvo VNL,2008,LNG
2RK1RABY,Tata Ultra,2011,CNG
FJS2TFK1,Isuzu N-Series,2013,Electric
C3P9XUHN,Freightliner M2,2011,Diesel
6RPNCEGI,Freightliner M2,2009,Diesel
15S68SSC,Freightliner M2,2013,Diesel
OIBKTT5K,Ashok Leyland Dost,2023,Electric
D2QMCV6S,Freightliner M2,2014,Diesel
QQC46HAE,Ashok Leyland Dost,2022,Electric
M11MTYEO,Isuzu N-Series,2016,CNG
07G1GQ1Q,Volvo VNL,2017,CNG
Y2OY88PQ,Ashok Leyland Dost,2008,Electric
P5QP9NV9,Volvo VNL,2013,CNG
UHA75LBH,Volvo VNL,2016,Diesel
6CNLI7OX,Freightliner M2,2008,Diesel
S5R6RAR8,Volvo VNL,2017,CNG
Z1MVBEOA,Ashok Leyland Dost,2016,CNG
TU36H9XJ,Freightliner M2,2011,Electric
T610VVI0,Volvo VNL,2025,LNG
LYY3YD3B,Volvo VNL,2013,Diesel
A94TFGDB,Volvo VNL,2022,Diesel
13R3F1W4,Volvo VNL,2020,Diesel
0CNGCXOU,Ashok Leyland Dost,2008,CNG
I74UIBI6,Ashok Leyland Dost,2023,CNG
9FYN1CT4,Volvo VNL,2015,LNG
GDD28N5Y,Tata Ultra,2016,Diesel
ZGS11R3N,Tata Ultra,2018,Diesel
05RZYL1J,Freightliner M2,2021,Electric
VBJCQNE7,Volvo VNL,2011,CNG
K3JF99AZ,Ashok Leyland Dost,2021,LNG
2XY213ZY,Isuzu N-Series,2011,Electric
9DG8RITA,Volvo VNL,2006,Electric
BDF3E9H4,Ashok Leyland Dost,2007,Diesel
FW3F6BOR,Freightliner M2,2023,Electric
HCLIQ9CD,Isuzu N-Series,2023,Electric
2JWFEC95,Tata Ultra,2007,Diesel
0DWPZQT4,Tata Ultra,2016,Diesel
BW15JI0N,Volvo VNL,2019,Diesel
P2UPL1A7,Freightliner M2,2023,Electric
MHJY3A11,Freightliner M2,2014,CNG
3FMPIR8P,Tata Ultra,2021,CNG
M5O0JWS2,Isuzu N-Series,2020,LNG
76C8XTEC,Isuzu N-Series,2023,CNG
8IP8ER3O,Volvo VNL,2013,Electric
065X4U3K,Tata Ultra,2014,CNG
VVXBZJ9C,Volvo VNL,2022,LNG
GP6KLQPG,Tata Ultra,2022,LNG
5KYS69GR,Volvo VNL,2006,Electric
SIBYCURD,Tata Ultra,2019,Electric
H30CTDF5,Isuzu N-Series,2019,CNG
VQ7T9XWL,Tata Ultra,2007,LNG
6RD3FFR7,Ashok Leyland Dost,2016,Diesel
5OB9WUWB,Tata Ultra,2019,Diesel
EUUVA8AV,Tata Ultra,2006,Diesel
CGYWYCIP,Isuzu N-Series,2017,Diesel
SQA4DSEW,Volvo VNL,2024,Electric
38PFBUI3,Volvo VNL,2023,LNG
0BUBASP8,Ashok Leyland Dost,2013,Electric
WY4BW3QD,Volvo VNL,2015,Diesel
1O4SMXMG,Isuzu N-Series,2017,Diesel
S9G080AD,Volvo VNL,2022,Electric
2YGQNBQG,Volvo VNL,2025,CNG
WIWO4ZTD,Freightliner M2,2016,Electric
3R0QBT4K,Ashok Leyland Dost,2007,CNG
Q10IYTMM,Tata Ultra,2008,CNG
YKXYWS6U,Ashok Leyland Dost,2012,CNG
VT203M4N,Ashok Leyland Dost,2023,Diesel
K0JHGD7T,Volvo VNL,2019,Electric
KLXCJYXB,Freightliner M2,2008,LNG
KWQUF0MN,Tata Ultra,2014,Electric
7PY9AWP5,Ashok Leyland Dost,2015,CNG
VM0JBC4G,Ashok Leyland Dost,2018,Electric
RMEY9GQJ,Freightliner M2,2012,Electric
63ZCM9HH,Volvo VNL,2025,Diesel
27Y3PTJ8,Isuzu N-Series,2018,Electric
CVG7KUU7,Freightliner M2,2024,Electric
9VZED67F,Ashok Leyland Dost,2023,Electric
TN6ST1L2,Freightliner M2,2022,LNG
868KK7Y5,Volvo VNL,2010,Electric
7TRC4A4C,Freightliner M2,2017,LNG
8NRNFWSB,Tata Ultra,2019,CNG
AP1NWXK7,Tata Ultra,2018,Diesel
A1YADNP2,Tata Ultra,2020,Electric
4LAD2AC7,Isuzu N-Series,2016,LNG
QUZVGBIP,Freightliner M2,2022,CNG
O11B67H7,Tata Ultra,2021,Diesel
S0KXLJAQ,Ashok Leyland Dost,2013,CNG
25PCK0N2,Tata Ultra,2013,Diesel
FJTZ3E1Y,Isuzu N-Series,2006,Diesel
AP2OSPKE,Tata Ultra,2014,Diesel
3259TMTK,Volvo VNL,2024,CNG
VEGFI6YP,Volvo VNL,2024,CNG
KGKUFZ0U,Isuzu N-Series,2019,CNG
BDMV82TP,Freightliner M2,2023,LNG
Y6GQD00I,Ashok Leyland Dost,2024,Electric
RKWOXHGY,Tata Ultra,2010,LNG
6VMW0NEH,Ashok Leyland Dost,2008,CNG
TUYMGUGB,Ashok Leyland Dost,2020,CNG
CH1LXA5J,Tata Ultra,2011,Diesel
89NEN8LO,Freightliner M2,2015,Electric
E99UW0UU,Tata Ultra,2010,CNG
I8NP1K5O,Isuzu N-Series,2014,LNG
9HEMGMS6,Tata Ultra,2009,CNG
SIBKCUBR,Volvo VNL,2011,CNG
UIEMOMTJ,Tata Ultra,2006,Diesel
WIS13WQG,Tata Ultra,2006,LNG
CIUINC9L,Ashok Leyland Dost,2019,CNG
ZZETI09M,Volvo VNL,2017,Electric
2I838D8J,Isuzu N-Series,2024,LNG
W8RX7R46,Isuzu N-Series,2016,Electric
JGVE3RPA,Isuzu N-Series,2016,Diesel
2NYGP3IF,Ashok Leyland Dost,2014,LNG
II61TC1D,Isuzu N-Series,2005,Diesel
ISCRR4EH,Freightliner M2,2015,Electric
ANO923E1,Isuzu N-Series,2005,CNG
MLKVA719,Ashok Leyland Dost,2007,Diesel
VT76TSW9,Freightliner M2,2007,Diesel
TLFNBJM5,Ashok Leyland Dost,2018,CNG
AYNI6Z58,Volvo VNL,2022,CNG
3UAIQ5P4,Isuzu N-Series,2008,LNG
IQ86Q68O,Volvo VNL,2011,LNG
EXMIFHTF,Isuzu N-Series,2014,LNG
ZD8U2N4F,Volvo VNL,2006,Diesel
NFYLYXKG,Ashok Leyland Dost,2017,LNG
VU5WI2YV,Volvo VNL,2011,LNG
9NZ49R3R,Volvo VNL,2025,CNG
756DAVP7,Tata Ultra,2019,Electric
91FF7669,Ashok Leyland Dost,2006,Electric
8S1NQ91T,Tata Ultra,2009,LNG
9AM5IH8B,Volvo VNL,2024,Electric
RVUGM3SV,Freightliner M2,2022,Electric
USX8SUTU,Tata Ultra,2020,LNG
UCEQA7B8,Ashok Leyland Dost,2022,CNG
V4AU1TUL,Volvo VNL,2017,Diesel
KMABVCQW,Freightliner M2,2005,CNG
HOHSLGH9,Ashok Leyland Dost,2007,Electric
S2W7LBXU,Volvo VNL,2023,Diesel
AFGTW5MX,Freightliner M2,2015,LNG
7X5OUBJU,Isuzu N-Series,2025,CNG
GPY6PUM3,Ashok Leyland Dost,2015,CNG
WR7J1UM1,Isuzu N-Series,2018,Diesel
91CKQ4K3,Isuzu N-Series,2010,Diesel
FJLZFQXN,Freightliner M2,2021,LNG
BGGZCY9O,Tata Ultra,2014,CNG
S2X24GIK,Volvo VNL,2008,LNG
JQMSBPV0,Ashok Leyland Dost,2013,Electric
YH4XNU23,Isuzu N-Series,2006,CNG
FS3D5LKI,Freightliner M2,2024,LNG
4SEIBUGU,Tata Ultra,2006,CNG
VTNPCFQR,Ashok Leyland Dost,2015,CNG
192Q8E7V,Freightliner M2,2023,CNG
PY3FT6IV,Volvo VNL,2022,Electric
C4TPMWT0,Tata Ultra,2020,Diesel
H8OSEWKC,Volvo VNL,2025,LNG
YH28W9PL,Tata Ultra,2011,Diesel
AVC344Z4,Volvo VNL,2019,Electric
LF967AWX,Freightliner M2,2013,Electric
VCHB63I7,Ashok Leyland Dost,2011,Diesel
HZZI77H7,Freightliner M2,2019,CNG
WJO2584V,Ashok Leyland Dost,2015,Electric
6PPKW8OK,Ashok Leyland Dost,2014,Diesel
CCYNRS66,Tata Ultra,2019,Electric
S7YFX05F,Isuzu N-Series,2010,Diesel
21C5WCQ4,Ashok Leyland Dost,2017,Electric
IFFLJM78,Freightliner M2,2024,LNG
1XFUJS42,Volvo VNL,2019,Electric
LYVZV8HF,Isuzu N-Series,2020,LNG
BJFWC4O0,Tata Ultra,2010,Electric
489E5C25,Volvo VNL,2017,LNG
GRQEGRHH,Freightliner M2,2023,Electric
WLO5CPYG,Isuzu N-Series,2015,Electric
NYKEWXFN,Ashok Leyland Dost,2012,Electric
MPYDLHBH,Tata Ultra,2022,Diesel
OYBYBMOR,Isuzu N-Series,2020,LNG
L7WZMNUD,Tata Ultra,2008,LNG
9AH86D4L,Freightliner M2,2024,LNG
DM4H2ARC,Tata Ultra,2022,Diesel
FBVY1G2N,Ashok Leyland Dost,2006,LNG
0VV0LLDF,Isuzu N-Series,2021,LNG
A417G2K2,Volvo VNL,2022,CNG
6N9R2E6T,Isuzu N-Series,2021,LNG
UFQQFTGP,Ashok Leyland Dost,2011,LNG
35DJ542W,Isuzu N-Series,2012,CNG
XIJZU5LE,Ashok Leyland Dost,2025,CNG
75BQUFOJ,Freightliner M2,2011,Diesel
DK4DU6EQ,Ashok Leyland Dost,2011,LNG
MD44H00L,Tata Ultra,2020,Diesel
KV1MUJCJ,Freightliner M2,2022,CNG
8NRYZ96X,Volvo VNL,2006,Diesel
DLM2440S,Isuzu N-Series,2007,Diesel
EGM7FJUM,Volvo VNL,2013,Diesel
HZ9UD1W6,Isuzu N-Series,2013,Diesel
T82WM5MY,Isuzu N-Series,2006,LNG
0Y2990MF,Ashok Leyland Dost,2020,Electric
28UWA92L,Volvo VNL,2019,Diesel
HKIFKXD6,Volvo VNL,2011,Electric
WKHG6ZRE,Tata Ultra,2013,LNG
2IIFEJH4,Tata Ultra,2020,Diesel
IBPWN9G3,Volvo VNL,2024,Electric
53FAT3WO,Ashok Leyland Dost,2022,Diesel
GW4BCML2,Ashok Leyland Dost,2017,Diesel
SK3IX5UH,Tata Ultra,2023,Electric
6VVYLWK4,Ashok Leyland Dost,2010,Diesel
X78LYMCM,Tata Ultra,2014,LNG
QO69T5UM,Volvo VNL,2013,Electric
NGQPZD05,Isuzu N-Series,2022,CNG
YIAMBS1D,Freightliner M2,2005,Electric
RARXEP9M,Isuzu N-Series,2005,Diesel
Y255T4ZV,Volvo VNL,2018,CNG
7IVIZM1N,Volvo VNL,2021,Electric
CQY9R125,Tata Ultra,2014,Electric
HX1L11SW,Freightliner M2,2010,LNG
X0E6LTI2,Isuzu N-Series,2024,LNG
TZMLXW6X,Isuzu N-Series,2012,Diesel
9XHIR5SB,Ashok Leyland Dost,2020,CNG
CYNAQW00,Isuzu N-Series,2006,CNG
BCVZ37N0,Freightliner M2,2014,LNG
CXQP2LXW,Freightliner M2,2006,Electric
8OP0HOFM,Isuzu N-Series,2005,Electric
VJRO2DS9,Isuzu N-Series,2014,CNG
N02CKDEX,Volvo VNL,2005,CNG
SR2OKVIS,Freightliner M2,2014,Diesel
MNMGDI0H,Freightliner M2,2014,CNG
8GL31I8C,Volvo VNL,2016,Electric
4S3YZF9Q,Tata Ultra,2015,LNG
G8PUM3PI,Freightliner M2,2006,LNG
GKAXYX2Q,Isuzu N-Series,2017,LNG
PXU9X2XF,Ashok Leyland Dost,2023,Electric
EYTPWFXX,Ashok Leyland Dost,2010,LNG
LG6WUYFW,Freightliner M2,2012,LNG
ZZF4EHW5,Volvo VNL,2014,LNG
3JMKDLSW,Ashok Leyland Dost,2018,Electric
5BTG9DWM,Isuzu N-Series,2010,CNG
UZ6OX2SS,Freightliner M2,2014,CNG
18I0KHJD,Ashok Leyland Dost,2021,Diesel
8QE7HCTP,Isuzu N-Series,2015,Diesel
O6OV210D,Isuzu N-Series,2010,LNG
ZSRRGXJB,Tata Ultra,2005,Diesel
